species,name,breed,date_of_birth,age_in_months,weight_kg,temperature,heart_rate,respiratory_rate,blood_pressure_systolic,blood_pressure_diastolic,body_condition_score,hydration_status,mucous_membrane_color,coat_condition,appetite,energy_level,aggression,vomiting,diarrhea,coughing,limping,vaccinations,diagnosis_text,treatment_text,allergies,chronic_conditions,prescriptions,health_status
Cat,Milo,Domestic Shorthair,2017-10-15,97,3.0,38.4,158,23,127,115,5,normal,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-03-31', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Shadow,Scottish Fold,2020-06-07,65,5.2,38.3,188,26,133,98,7,normal,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-07-07', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-04-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",['Metronidazole'],Healthy
Cat,Shadow,Persian,2011-05-11,174,3.8,38.8,159,25,139,92,5,normal,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-15', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-04-15', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Leo,Other,2017-12-11,95,3.9,37.9,152,21,126,84,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-29', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2023-12-31', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Nala,Maine Coon,2019-03-06,80,3.2,38.7,189,25,159,86,7,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-13', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-06-26', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-03-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Dental Disease']",['Metronidazole'],Healthy
Cat,Shadow,Scottish Fold,2011-05-15,174,6.8,38.6,181,26,141,101,5,normal,pink,healthy,decreased,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-09-03', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-12-09', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Shadow,Sphynx,2012-09-06,158,4.3,38.7,178,22,175,70,4,normal,white,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-12-21', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-07-05', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-12-20', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Tiger,Maine Coon,2025-01-29,9,4.5,38.9,191,20,136,103,5,normal,pink,healthy,normal,normal,mild,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-01', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-04-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Prednisolone'],Healthy
Cat,Leo,Domestic Shorthair,2015-04-20,127,4.6,38.4,228,21,152,79,5,mild_dehydration,pink,healthy,normal,lethargic,severe,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Prednisolone'],At Risk
Cat,Chloe,Sphynx,2020-03-18,68,4.0,38.6,166,25,149,88,4,normal,pink,dull,normal,normal,moderate,False,False,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-21', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-03-05', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-12-28', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Siamese,2023-12-08,23,3.5,38.2,146,31,133,85,5,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-02-08', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-05', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-22', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Metronidazole'],Healthy
Cat,Chloe,Other,2014-06-06,137,5.7,38.2,188,25,143,85,5,normal,pink,healthy,normal,hyperactive,mild,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-03', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Chronic Kidney Disease'],['Prednisolone'],Healthy
Cat,Nala,Ragdoll,2024-11-21,12,4.8,39.3,160,28,138,136,3,mild_dehydration,pink,healthy,normal,lethargic,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-02-21', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Feline Hyperthyroidism'],[],At Risk
Cat,Milo,Domestic Shorthair,2022-03-30,43,4.4,38.4,138,21,136,95,5,normal,pink,healthy,normal,lethargic,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']",['Chronic Kidney Disease'],[],Healthy
Cat,Max,Maine Coon,2012-05-19,162,3.7,38.6,218,30,120,92,4,normal,pink,dull,absent,normal,severe,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-03-07', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Chloe,Bengal,2021-11-25,48,3.8,38.1,147,21,146,66,5,normal,pink,healthy,normal,normal,mild,True,False,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-06-09', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Pollen', 'Fish Protein']",[],[],Healthy
Cat,Lucy,Siamese,2020-09-04,62,5.5,38.8,209,22,159,92,4,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-08-09', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Tiger,Domestic Shorthair,2024-03-16,20,4.2,38.8,163,31,163,100,8,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-08-28', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-02-03', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-20', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Prednisolone'],At Risk
Cat,Shadow,Siamese,2019-03-19,80,3.7,38.7,175,26,176,89,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-09-23', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],['Metronidazole'],Healthy
Cat,Shadow,Ragdoll,2023-12-30,22,4.7,38.3,201,18,133,67,5,normal,pink,dull,normal,normal,none,False,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-08', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-04-10', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-03-24', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],['Chronic Kidney Disease'],[],Healthy
Cat,Nala,Ragdoll,2017-06-27,100,5.9,38.4,153,23,166,85,5,mild_dehydration,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-06-13', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2023-11-30', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-10-31', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Dental Disease']",[],Healthy
Cat,Smokey,Sphynx,2024-07-21,16,4.5,38.9,173,22,153,101,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-08-07', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-08-03', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-07-03', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Dental Disease', 'Chronic Kidney Disease']",[],Healthy
Cat,Kitty,Persian,2011-09-26,170,4.6,38.4,181,23,162,89,4,normal,pink,patchy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-09-21', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],"['Dental Disease', 'Chronic Kidney Disease']",[],Healthy
Cat,Chloe,Scottish Fold,2021-05-04,54,5.0,38.7,159,22,153,113,3,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Shadow,Maine Coon,2020-09-17,62,5.7,38.4,182,24,150,102,5,normal,pink,healthy,normal,normal,none,True,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],['Chronic Kidney Disease'],['Prednisolone'],Healthy
Cat,Oliver,Maine Coon,2022-11-22,36,2.2,38.6,156,21,144,91,5,mild_dehydration,pink,healthy,decreased,normal,none,False,False,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-09-05', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-11-14', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],['Chronic Kidney Disease'],[],Healthy
Cat,Oliver,Domestic Shorthair,2024-06-14,17,2.9,38.3,182,26,146,108,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-03-22', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-11', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Max,Domestic Shorthair,2024-05-06,18,3.6,38.4,207,23,176,103,4,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-11', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-01-18', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Chloe,Siamese,2022-11-24,36,5.7,39.0,191,29,129,95,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],[],Healthy
Cat,Lucy,Sphynx,2020-01-20,70,3.8,38.8,168,23,141,86,5,moderate_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-05-21', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],[],Healthy
Cat,Max,Domestic Shorthair,2022-06-08,41,3.1,38.6,174,31,169,88,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Prednisolone'],Healthy
Cat,Tiger,Persian,2021-09-24,50,6.1,38.6,158,29,144,96,3,normal,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-10-05', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-06-27', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Chloe,Siamese,2014-09-22,134,4.9,38.4,185,27,142,107,8,normal,white,healthy,normal,normal,moderate,False,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-06-22', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-03-09', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],At Risk
Cat,Tiger,Maine Coon,2011-10-04,169,4.2,38.6,219,24,158,87,2,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-01-16', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-06-25', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-25', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Nala,Siamese,2022-06-07,41,3.4,38.8,172,28,196,104,5,mild_dehydration,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-10-13', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-07-05', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-02', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Fish Protein'],[],[],Healthy
Cat,Bella,Scottish Fold,2015-04-01,127,4.3,39.0,169,28,161,104,4,mild_dehydration,pink,healthy,absent,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Domestic Shorthair,2016-06-02,113,4.4,38.8,175,25,152,102,5,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-13', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-06', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Bella,Maine Coon,2020-09-04,62,6.6,38.0,159,23,138,105,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-11-05', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-09-09', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-02-15', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],"['Dental Disease', 'Chronic Kidney Disease']",['Metronidazole'],Healthy
Cat,Milo,Siamese,2023-07-04,28,4.5,38.7,148,21,130,86,6,normal,pink,healthy,normal,lethargic,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-09-06', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-08-22', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],['Feline Hyperthyroidism'],[],Healthy
Cat,Tiger,Persian,2014-12-13,131,4.4,38.5,233,28,123,100,6,normal,pink,healthy,normal,hyperactive,severe,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-06', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-04-08', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Kitty,Ragdoll,2011-02-03,177,4.3,38.6,189,25,131,79,5,normal,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-11-18', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-12', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-05-12', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Smokey,Domestic Shorthair,2014-09-15,134,4.7,38.5,183,24,131,62,3,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Simba,Maine Coon,2019-12-22,71,5.7,38.1,174,20,158,60,4,normal,pink,healthy,normal,normal,mild,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Max,Bengal,2014-06-29,136,4.3,38.2,141,24,146,86,5,normal,yellow,healthy,decreased,normal,moderate,True,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-06-22', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-10', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],[],At Risk
Cat,Oliver,Maine Coon,2013-05-05,150,2.1,38.5,172,27,125,94,6,normal,pink,healthy,normal,lethargic,mild,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-12', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-01-05', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-05-27', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Bengal,2015-09-23,122,3.9,38.5,180,20,140,92,4,normal,pink,healthy,decreased,normal,none,False,False,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-10-07', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-17', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-10-01', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Siamese,2021-04-17,55,6.1,38.4,171,27,128,96,4,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-01-25', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-08-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Max,Siamese,2025-02-27,8,1.0,38.0,176,21,125,86,4,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']",[],[],Healthy
Cat,Nala,Sphynx,2025-01-15,10,4.6,38.6,172,21,171,86,6,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-11-05', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-08-28', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-09-11', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Fish Protein'],[],[],Healthy
Cat,Oliver,Domestic Shorthair,2022-01-19,46,5.5,38.1,184,29,147,101,3,normal,pink,dull,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-02-15', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Max,Scottish Fold,2014-09-19,134,6.3,38.9,181,25,138,76,5,normal,pink,healthy,normal,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-04-06', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-06-21', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-02-20', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Amoxicillin'],Healthy
Cat,Chloe,Siamese,2023-05-21,30,5.2,38.2,164,23,162,91,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-04-17', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-06-24', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],[],Healthy
Cat,Leo,Domestic Shorthair,2017-10-03,97,4.2,38.2,190,27,144,112,5,normal,pink,healthy,normal,normal,moderate,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-30', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-03-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Simba,Siamese,2022-07-08,40,3.2,38.2,184,18,159,102,6,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-09-22', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-21', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-09-27', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Luna,Persian,2019-11-09,72,1.6,38.4,173,25,144,93,3,mild_dehydration,pink,healthy,normal,normal,none,False,True,False,True,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Fish Protein', 'Pollen']","['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Healthy
Cat,Shadow,Sphynx,2024-08-16,15,2.5,38.2,180,21,179,92,6,normal,pink,healthy,normal,normal,severe,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-06', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-02-16', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Smokey,Scottish Fold,2021-02-08,57,3.4,38.6,165,26,132,103,5,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-01-11', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Bengal,2024-11-18,12,7.5,38.8,179,20,169,96,6,normal,pink,healthy,normal,normal,mild,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-11-19', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-08-22', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-04-26', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Chloe,Domestic Shorthair,2017-09-30,97,6.8,39.1,176,23,162,95,5,normal,pink,greasy,normal,hyperactive,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-02', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-04', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Oliver,Maine Coon,2015-02-02,129,4.2,38.7,141,20,169,73,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-23', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-07-09', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Dental Disease'],[],Healthy
Cat,Luna,Persian,2014-04-18,139,4.2,38.8,178,24,165,87,5,mild_dehydration,yellow,dull,normal,normal,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Tiger,Sphynx,2018-03-10,92,7.3,38.3,172,25,153,85,3,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-02-29', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-01-23', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-03-10', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']",[],[],Healthy
Cat,Luna,Other,2025-07-16,4,1.0,38.8,160,23,165,99,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-05-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Chloe,Persian,2024-05-25,18,5.2,38.6,182,25,142,100,5,moderate_dehydration,yellow,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']",[],[],At Risk
Cat,Shadow,Scottish Fold,2024-08-01,15,6.0,38.3,161,22,157,89,4,normal,blue,dull,normal,normal,moderate,False,False,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-11-25', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-05-09', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-03-18', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],At Risk
Cat,Tiger,Sphynx,2014-10-05,133,4.4,38.7,175,25,155,100,6,normal,pink,matted,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-09-28', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Bengal,2012-10-22,157,3.8,38.9,162,24,164,107,5,normal,pink,dull,normal,lethargic,mild,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-08-23', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']","['Chronic Kidney Disease', 'Feline Hyperthyroidism']",['Amoxicillin'],Healthy
Cat,Nala,Other,2021-07-11,52,3.0,38.8,181,26,132,89,4,normal,pink,matted,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-09-04', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-10-03', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-10-01', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],['Dental Disease'],[],Healthy
Cat,Milo,Domestic Shorthair,2017-02-13,105,4.1,38.2,169,24,147,89,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-07-10', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-03-10', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-05-14', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Kitty,Ragdoll,2020-02-25,69,3.2,38.4,180,26,127,73,5,normal,pink,healthy,increased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-01-15', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-13', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
